file,precision,registers,version,block,sort,kernel time,total time
3_RANDCONSTWIDTH,double,32,3,1024,W,8526898,8531624
4_SKEWED,float,-,3,1024,-,3503459,3507904
4_SKEWED,float,-,3,1024,h,2733353,2738849
4_SKEWED,float,-,3,1024,H,2698268,2703937
4_SKEWED,float,-,3,1024,w,2821091,2826611
4_SKEWED,float,-,3,1024,W,2785997,2791463
4_SKEWED,float,32,3,1024,-,2622941,2627257
4_SKEWED,float,32,3,1024,h,2084538,2089929
4_SKEWED,float,32,3,1024,H,2020757,2026543
4_SKEWED,float,32,3,1024,w,2135043,2140631
4_SKEWED,float,32,3,1024,W,2083680,2089136
4_SKEWED,double,-,3,1024,-,7576456,7583052
4_SKEWED,double,-,3,1024,h,6193468,6204386
4_SKEWED,double,-,3,1024,H,6111498,6122121
4_SKEWED,double,-,3,1024,w,6303333,6314047
4_SKEWED,double,-,3,1024,W,6225838,6236302
4_SKEWED,double,32,3,1024,-,6392141,6398435
4_SKEWED,double,32,3,1024,h,5466252,5476765
4_SKEWED,double,32,3,1024,H,5327636,5338155
4_SKEWED,double,32,3,1024,w,5492248,5503081
4_SKEWED,double,32,3,1024,W,5362509,5373134
5_SKEWEDCONSTHEIGHT,float,-,3,1024,-,2585594,2588604
5_SKEWEDCONSTHEIGHT,float,-,3,1024,h,614089,618327
5_SKEWEDCONSTHEIGHT,float,-,3,1024,H,607768,611925
5_SKEWEDCONSTHEIGHT,float,-,3,1024,w,684782,688781
5_SKEWEDCONSTHEIGHT,float,-,3,1024,W,682980,686989
5_SKEWEDCONSTHEIGHT,float,32,3,1024,-,1859781,1863346
5_SKEWEDCONSTHEIGHT,float,32,3,1024,h,475879,481044
5_SKEWEDCONSTHEIGHT,float,32,3,1024,H,470190,474076
5_SKEWEDCONSTHEIGHT,float,32,3,1024,w,523758,527808
5_SKEWEDCONSTHEIGHT,float,32,3,1024,W,522535,526737
5_SKEWEDCONSTHEIGHT,double,-,3,1024,-,4119623,4123643
5_SKEWEDCONSTHEIGHT,double,-,3,1024,h,1363121,1369785
5_SKEWEDCONSTHEIGHT,double,-,3,1024,H,1349241,1356001
5_SKEWEDCONSTHEIGHT,double,-,3,1024,w,1446378,1453223
5_SKEWEDCONSTHEIGHT,double,-,3,1024,W,1444844,1451624
5_SKEWEDCONSTHEIGHT,double,32,3,1024,-,2975748,2979831
5_SKEWEDCONSTHEIGHT,double,32,3,1024,h,1180089,1186660
5_SKEWEDCONSTHEIGHT,double,32,3,1024,H,1170103,1177302
5_SKEWEDCONSTHEIGHT,double,32,3,1024,w,1224470,1231235
5_SKEWEDCONSTHEIGHT,double,32,3,1024,W,1232116,1238784
6_SKEWEDCONSTWIDTH,float,-,3,1024,-,6733868,6739091
6_SKEWEDCONSTWIDTH,float,-,3,1024,h,1209230,1214480
6_SKEWEDCONSTWIDTH,float,-,3,1024,H,1161225,1166422
6_SKEWEDCONSTWIDTH,float,-,3,1024,w,1250041,1255257
6_SKEWEDCONSTWIDTH,float,-,3,1024,W,1248475,1253631
6_SKEWEDCONSTWIDTH,float,32,3,1024,-,4802225,4807317
6_SKEWEDCONSTWIDTH,float,32,3,1024,h,984501,989727
6_SKEWEDCONSTWIDTH,float,32,3,1024,H,946083,951311
6_SKEWEDCONSTWIDTH,float,32,3,1024,w,1011292,1016890
6_SKEWEDCONSTWIDTH,float,32,3,1024,W,1010532,1015750
